,Unnamed: 0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
376,32343,0.28,3,3,2,61.2,54.0,4.22,4.27,2.6,0
377,36245,0.36,3,2,3,60.5,59.0,4.64,4.61,2.8,1
378,18388,1.01,3,1,4,62.9,60.0,6.43,6.33,4.01,5
379,47231,0.55,2,3,6,60.8,58.0,5.25,5.3,3.21,2
380,41021,0.5,3,1,1,62.8,55.0,5.08,5.05,3.18,2
381,50875,0.62,2,0,4,63.4,55.0,5.46,5.43,3.45,3
382,25940,2.19,3,5,1,60.8,60.0,8.34,8.38,5.08,6
383,17172,1.26,3,4,2,61.0,56.0,7.04,7.0,4.28,5
384,33359,0.35,3,0,2,62.3,55.0,4.54,4.51,2.82,1
385,3408,0.3,3,5,3,62.4,55.0,4.32,4.34,2.7,0
386,26570,2.02,3,5,2,62.5,59.0,8.05,8.01,5.02,6
387,36183,0.33,3,1,3,61.0,60.0,4.47,4.42,2.71,1
388,13282,1.14,3,1,1,62.4,57.0,6.64,6.7,4.16,5
389,20188,1.52,3,6,4,62.3,58.0,7.32,7.35,4.57,6
390,30569,0.3,3,3,6,60.6,57.0,4.36,4.38,2.65,1
391,23217,1.5,3,4,4,59.9,60.0,7.44,7.39,4.44,6
392,32072,0.32,3,1,5,61.3,57.0,4.39,4.42,2.7,1
393,12860,1.02,3,3,3,61.5,59.0,6.45,6.4,3.95,5
394,5474,1.05,3,3,1,60.1,60.0,6.58,6.66,3.98,4
395,31908,0.3,3,4,5,61.5,58.0,4.3,4.28,2.64,1
396,50658,0.23,3,1,4,61.8,60.0,3.91,3.95,2.43,0
397,21753,0.28,2,2,5,60.2,58.0,4.26,4.28,2.57,0
398,48341,0.31,1,0,2,63.8,57.0,4.29,4.33,2.75,0
399,12167,1.57,3,4,0,62.8,56.0,7.42,7.36,4.64,5
400,42699,0.57,3,0,1,62.3,53.0,5.32,5.34,3.32,2
401,3591,1.0,3,6,2,62.7,57.0,6.4,6.33,3.99,4
402,17418,0.34,3,1,1,61.7,58.0,4.54,4.5,2.79,0
403,47359,0.23,2,0,5,62.2,58.0,3.94,3.97,2.46,0
404,3844,0.9,1,2,1,65.9,60.0,5.98,6.01,3.95,4
405,48276,0.53,3,1,4,58.5,61.0,5.39,5.28,3.12,3
406,25820,2.01,3,5,2,60.1,59.0,8.21,8.15,4.92,6
407,13506,1.04,3,1,1,62.3,55.0,6.46,6.49,4.03,5
408,22843,1.53,3,4,3,59.9,60.0,7.5,7.46,4.48,6
409,32572,0.39,2,3,4,62.7,58.0,4.63,4.69,2.92,1
410,9310,1.01,1,1,2,64.5,56.0,6.24,6.29,4.04,4
411,20020,1.03,3,2,5,61.3,57.0,6.53,6.49,3.99,6
412,25042,1.25,3,1,6,62.6,56.0,6.83,6.91,4.3,6
413,23688,1.5,2,4,6,60.9,61.0,7.36,7.39,4.49,6
414,40211,0.38,3,0,3,58.7,61.0,4.77,4.74,2.79,2
415,15377,1.01,2,2,3,62.0,59.0,6.38,6.42,3.97,5
416,13818,1.0,2,4,4,64.2,53.0,6.27,6.34,4.05,5
417,5298,1.19,3,4,0,60.3,57.0,6.83,6.93,4.15,4
418,33848,0.32,3,3,6,62.4,56.0,4.36,4.39,2.73,1
419,30559,0.32,3,3,6,61.3,55.0,4.46,4.38,2.71,1
420,16132,1.0,2,3,4,59.1,61.0,6.48,6.54,3.85,5
421,52813,0.91,3,2,1,59.8,58.0,6.29,6.26,3.75,3
422,24515,1.3,3,2,5,62.1,55.0,7.04,6.96,4.35,6
423,1782,0.7,2,3,5,61.0,59.0,5.67,5.7,3.47,3
424,20874,1.01,3,2,5,60.4,59.0,6.45,6.49,3.91,6
425,47100,0.52,2,1,4,62.6,56.0,5.11,5.14,3.21,2
426,12054,1.26,3,5,1,60.1,59.0,7.0,6.91,4.18,5
427,36300,0.44,3,1,3,61.6,54.0,4.9,4.97,3.04,1
428,20892,1.16,3,3,6,60.5,57.0,6.78,6.83,4.12,6
429,20612,1.29,3,4,4,61.2,57.0,7.01,7.05,4.3,6
430,34929,0.31,3,0,3,59.4,56.0,4.45,4.4,2.63,1
431,19951,1.28,3,3,3,61.4,58.0,7.0,6.92,4.27,6
432,16691,1.53,0,6,3,64.7,58.0,7.24,7.22,4.68,5
433,52066,0.8,3,2,1,61.4,58.0,5.95,5.93,3.65,3
434,17655,1.01,2,1,4,60.9,55.0,6.48,6.58,3.98,5
435,52478,0.71,3,3,2,62.1,54.0,5.72,5.75,3.56,3
436,33652,0.31,1,0,1,63.7,55.0,4.32,4.35,2.76,0
437,9772,1.0,0,2,3,68.4,58.0,5.97,6.1,4.13,4
438,51992,0.57,3,1,5,62.1,54.6,5.31,5.35,3.31,3
439,43451,0.46,2,3,6,61.7,60.0,4.94,4.98,3.06,2
440,44317,0.49,3,1,4,58.1,62.0,5.2,5.13,3.0,2
441,37090,0.46,2,1,2,61.8,57.0,4.93,4.98,3.06,1
442,32846,0.34,3,1,4,62.2,55.0,4.49,4.52,2.8,1
443,10733,1.03,3,1,1,61.8,59.0,6.47,6.42,3.98,5
444,29736,0.31,3,4,6,62.1,58.0,4.33,4.36,2.7,0
445,50099,0.71,2,5,4,63.1,57.0,5.68,5.58,3.55,3
446,27585,1.61,3,0,3,62.0,55.0,7.51,7.5,4.67,6
447,28668,0.26,3,5,4,62.1,55.0,4.11,4.13,2.56,0
448,1069,0.7,2,3,5,63.4,59.0,5.62,5.64,3.57,3
449,12734,0.36,3,4,3,62.0,55.0,4.58,4.63,2.86,0
450,12217,1.02,1,1,2,63.2,61.0,6.31,6.37,4.01,5
451,43067,0.58,2,2,2,62.6,57.0,5.24,5.36,3.32,2
452,15354,1.3,2,2,1,61.1,58.0,6.98,7.02,4.28,5
453,14191,1.01,3,1,2,62.8,58.0,6.38,6.33,3.99,5
454,42078,0.53,3,4,2,60.8,56.0,5.27,5.29,3.21,2
455,26844,2.22,3,6,4,61.8,59.0,8.34,8.37,5.16,6
456,32163,0.41,1,6,3,64.3,55.0,4.7,4.66,3.01,1
457,35410,0.41,3,3,4,61.7,57.0,4.78,4.81,2.96,1
458,22066,0.39,3,1,2,61.1,55.0,4.74,4.75,2.9,0
459,40172,0.41,3,4,6,61.4,60.0,4.78,4.73,2.92,2
460,43922,0.54,3,4,3,61.6,55.0,5.23,5.25,3.23,2
461,36663,0.24,2,1,5,60.6,62.0,4.03,4.06,2.45,0
462,21065,1.52,3,4,2,60.1,60.0,7.5,7.42,4.48,6
463,53114,0.59,2,3,7,60.9,57.0,5.38,5.42,3.29,3
464,1954,0.8,2,2,2,63.5,58.0,5.89,5.85,3.73,3
465,24721,2.0,2,6,3,60.8,62.0,8.09,8.12,4.93,6
466,38735,0.37,3,1,3,60.3,58.0,4.66,4.63,2.8,1
467,42584,0.85,0,4,0,61.0,61.0,6.2,6.0,3.73,2
468,33143,0.32,3,1,5,62.2,53.0,4.39,4.42,2.74,1
469,11007,1.04,2,0,1,58.6,58.0,6.65,6.72,3.92,5
470,36251,0.36,3,3,4,61.2,60.0,4.59,4.56,2.8,1
471,39393,0.44,3,1,3,60.4,58.0,4.93,4.87,2.96,2
472,40547,0.41,3,1,4,61.2,56.0,4.82,4.89,2.97,2
473,32585,0.27,3,0,5,62.2,59.0,4.12,4.08,2.55,1
474,17585,1.01,3,2,3,62.5,59.0,6.41,6.32,3.98,5
475,10068,0.3,0,6,3,64.8,58.0,4.24,4.16,2.72,0
476,1009,0.75,3,2,3,62.5,57.0,5.78,5.83,3.63,3
477,49448,0.7,3,3,2,62.2,58.0,5.69,5.76,3.56,3
478,1177,0.65,3,2,5,61.3,56.0,5.58,5.61,3.43,3
479,37047,0.33,3,3,5,60.6,58.0,4.5,4.47,2.72,1
480,22063,0.38,3,1,1,62.1,54.1,4.64,4.69,2.9,0
481,37173,0.42,3,3,1,60.9,56.0,4.87,4.89,2.97,1
482,22216,1.55,0,2,2,59.7,66.0,7.59,7.47,4.49,6
483,52339,0.23,3,1,3,61.7,55.0,3.98,4.0,2.46,0
484,12542,0.91,3,3,5,61.8,58.0,6.16,6.24,3.83,5
485,33053,0.31,1,2,4,56.7,60.0,4.57,4.5,2.57,1
486,40815,0.5,2,0,1,61.9,56.0,5.09,5.14,3.16,2
487,15666,1.01,3,2,3,58.9,58.0,6.59,6.51,3.86,5
488,30096,0.41,3,3,2,62.6,54.0,4.74,4.78,2.98,0
489,28946,0.3,1,3,5,63.5,56.0,4.29,4.34,2.74,0
490,44707,0.32,3,4,3,62.0,54.0,4.41,4.43,2.74,0
491,2196,0.75,3,1,1,62.6,55.0,5.72,5.79,3.6,4
492,26996,2.5,2,6,2,62.8,57.0,8.58,8.65,5.41,6
493,34407,0.41,3,2,3,62.3,57.0,4.75,4.78,2.97,1
494,47909,0.52,3,3,5,61.7,56.0,5.14,5.16,3.18,3
495,48227,0.72,1,4,1,65.8,59.0,5.51,5.58,3.65,3
496,53950,0.61,3,2,6,61.8,59.0,5.48,5.4,3.36,3
497,2122,0.8,3,4,4,63.1,58.0,5.89,5.96,3.74,4
498,1839,0.78,3,1,1,61.0,56.0,5.92,5.98,3.63,3
499,19620,1.41,1,2,2,63.7,58.0,7.06,7.01,4.48,6
500,35658,0.36,2,3,1,61.9,56.0,4.55,4.59,2.83,0
501,46851,0.51,3,0,3,61.4,57.0,5.16,5.13,3.16,2
502,47350,0.23,2,2,5,60.0,57.0,4.0,4.04,2.41,0
503,5856,1.18,3,6,3,62.8,59.0,6.78,6.69,4.23,4
504,17193,1.09,3,1,2,61.8,55.0,6.65,6.58,4.09,5
505,34800,0.41,3,1,1,60.0,59.0,4.82,4.78,2.88,1
506,40180,0.4,2,2,6,63.7,58.0,4.65,4.68,2.97,2
507,2718,0.77,2,0,2,59.9,59.0,5.9,5.95,3.55,4
508,36830,0.34,3,1,3,62.6,57.0,4.47,4.45,2.79,1
509,45265,0.7,3,6,4,61.6,57.0,5.72,5.77,3.54,2
510,23683,1.03,2,0,5,62.7,58.0,6.39,6.43,4.02,6
511,27974,0.25,3,2,2,61.5,56.0,4.06,4.09,2.5,0
512,34334,0.3,3,1,4,61.6,55.0,4.34,4.36,2.68,1
513,5594,1.0,3,2,1,60.2,62.0,6.53,6.45,3.91,4
514,25969,2.04,2,3,1,61.4,58.0,8.04,8.11,4.96,6
515,33039,0.34,3,3,6,60.4,56.0,4.52,4.55,2.74,1
516,48079,0.51,1,3,6,63.9,57.0,5.06,5.08,3.24,3
517,22992,1.22,3,3,5,60.0,58.0,6.95,6.99,4.18,6
518,1929,0.76,3,0,2,62.8,57.0,5.81,5.85,3.66,3
519,9460,1.01,1,3,2,63.9,57.0,6.3,6.37,4.05,4
520,4287,0.8,3,3,4,61.1,58.0,5.96,6.03,3.66,4
521,49087,0.51,3,2,5,62.3,58.0,5.1,5.08,3.17,3
522,24075,0.38,2,0,1,61.1,58.0,4.62,4.68,2.84,0
523,13241,1.02,2,1,2,63.2,60.0,6.33,6.42,4.03,5
524,40409,0.41,3,1,6,60.0,61.0,4.86,4.78,2.89,2
525,52440,0.71,2,1,2,63.1,58.0,5.65,5.69,3.58,3
526,45800,0.51,2,2,4,61.0,59.0,5.16,5.1,3.13,2
527,47150,0.87,3,3,0,61.5,57.0,6.09,6.04,3.73,2
528,11369,1.01,3,2,2,58.5,60.0,6.6,6.57,3.85,5
529,7396,1.1,2,6,1,61.9,55.0,6.59,6.63,4.09,4
530,26674,2.0,3,5,2,61.4,57.0,8.05,8.11,4.96,6
531,49283,0.51,3,2,4,60.9,56.0,5.17,5.2,3.16,3
532,49864,0.56,3,3,5,60.7,56.0,5.33,5.32,3.23,3
533,34965,0.28,1,1,2,62.6,60.0,4.12,4.15,2.59,0
534,13686,1.05,3,2,2,60.6,59.0,6.51,6.56,3.96,5
535,1278,0.72,3,2,3,62.0,56.0,5.77,5.75,3.57,3
536,46468,0.7,0,0,1,67.8,58.0,5.51,5.44,3.71,2
537,36117,0.37,2,1,4,60.2,56.0,4.68,4.71,2.83,1
538,39147,0.41,3,4,4,61.9,56.0,4.78,4.75,2.95,2
539,7800,1.03,2,4,1,62.8,59.0,6.4,6.43,4.03,4
540,52638,0.71,2,3,3,61.5,57.0,5.69,5.73,3.51,3
541,37172,0.4,3,2,4,61.8,55.0,4.76,4.78,2.95,1
542,11708,0.91,3,1,4,62.7,59.0,6.15,6.19,3.87,5
543,8939,1.07,3,5,3,60.7,58.0,6.62,6.66,4.03,4
544,20994,1.54,3,6,5,62.8,58.0,7.32,7.37,4.61,6
545,44432,0.4,3,2,7,60.9,57.0,4.81,4.84,2.94,2
546,14963,1.27,2,5,3,62.6,59.0,6.86,6.95,4.32,5
547,24730,0.41,2,1,1,59.5,62.0,4.8,4.84,2.87,0
548,51410,0.74,1,1,2,62.1,64.0,5.76,5.71,3.56,3
549,40222,0.5,3,4,1,62.3,56.0,5.14,5.09,3.19,2
550,53781,0.74,3,2,2,62.3,61.0,5.8,5.76,3.6,3
551,28005,0.3,3,1,3,61.8,55.0,4.33,4.35,2.68,0
552,22738,0.3,3,6,3,61.9,56.0,4.33,4.3,2.67,0
553,27871,0.31,2,4,6,61.9,57.0,4.33,4.36,2.69,0
554,35998,0.3,2,0,2,62.6,59.0,4.24,4.26,2.66,0
555,17915,1.41,2,2,1,61.4,59.0,7.17,7.2,4.41,5
556,28977,0.3,3,4,6,62.7,59.0,4.29,4.32,2.7,0
557,11853,1.11,3,2,2,60.4,61.0,6.72,6.65,4.04,5
558,15264,1.25,2,4,2,62.4,55.0,6.85,6.89,4.29,5
559,49481,0.7,3,4,1,61.6,54.0,5.71,5.75,3.53,3
560,45747,0.56,3,3,3,61.7,56.0,5.34,5.3,3.28,2
561,44220,0.56,3,0,1,60.0,58.0,5.42,5.38,3.24,2
562,11217,1.0,3,1,2,61.9,62.0,6.4,6.34,3.94,5
563,49519,0.52,3,1,5,62.3,57.0,5.12,5.15,3.2,3
564,14516,1.5,0,6,3,64.5,59.0,7.2,7.07,4.6,5
565,11619,1.25,3,5,1,61.0,60.0,6.98,6.93,4.24,5
566,17544,1.32,3,1,1,62.7,56.0,7.03,6.97,4.39,5
567,12991,1.3,3,4,3,62.9,56.0,7.0,6.96,4.39,5
568,5358,0.9,2,0,1,61.0,59.0,6.14,6.18,3.76,4
569,49269,0.54,3,2,4,61.1,55.0,5.26,5.32,3.23,3
570,11957,1.3,1,6,1,62.9,56.0,6.9,6.94,4.35,5
571,25522,1.7,3,4,4,62.8,57.0,7.57,7.47,4.72,6
572,39762,0.58,2,6,3,62.8,57.0,5.28,5.33,3.33,2
573,17422,0.34,1,1,1,63.7,55.0,4.46,4.43,2.83,0
574,1913,0.7,3,3,6,61.6,55.0,5.72,5.75,3.53,3
575,10704,0.9,3,2,3,62.3,58.0,6.16,6.14,3.83,5
576,13130,1.46,3,3,1,62.8,52.0,7.31,7.27,4.58,5
577,25860,1.32,2,2,7,62.4,58.0,6.97,7.01,4.36,6
578,38816,0.31,3,1,5,61.7,56.0,4.36,4.33,2.68,1
579,9526,1.01,1,0,1,64.5,58.0,6.18,6.26,4.01,4
580,24565,1.66,2,1,2,61.7,58.0,7.52,7.59,4.66,6
581,7321,1.25,3,6,2,62.0,61.0,6.86,6.84,4.25,4
582,4042,0.9,2,5,3,63.3,58.0,6.07,6.13,3.86,4
583,39929,0.42,3,2,4,61.8,59.0,4.83,4.81,2.98,2
584,29802,0.35,3,4,3,61.8,56.0,4.58,4.54,2.82,0
585,28287,0.33,3,3,4,61.9,56.0,4.44,4.48,2.76,0
586,15024,1.0,3,4,5,60.3,59.0,6.46,6.41,3.88,5
587,32010,0.3,2,5,3,60.5,55.0,4.34,4.37,2.63,0
588,42392,0.38,3,1,7,61.4,55.0,4.68,4.7,2.88,2
589,9040,1.01,3,4,2,62.6,55.0,6.42,6.36,4.0,4
590,12573,1.21,2,6,4,60.9,60.0,6.87,6.9,4.19,5
591,29349,0.31,3,4,4,59.9,60.0,4.45,4.4,2.65,0
592,49200,0.75,3,5,1,61.1,57.0,5.88,5.84,3.58,3
593,4830,1.1,3,5,1,62.4,59.0,6.55,6.51,4.08,4
594,30648,0.3,2,3,2,62.7,58.0,4.22,4.27,2.66,0
595,47227,0.54,3,2,3,63.0,57.0,5.22,5.18,3.28,2
596,47242,0.5,2,3,5,62.9,57.0,5.04,5.11,3.19,2
597,35721,0.41,1,1,3,63.1,64.0,4.63,4.66,2.93,1
598,10787,1.01,3,4,2,62.7,56.0,6.41,6.44,4.03,5
599,45547,0.56,3,3,4,60.7,57.0,5.27,5.34,3.22,2
600,23687,1.73,3,4,2,62.7,56.0,7.62,7.67,4.79,6
601,3714,0.9,3,6,2,62.7,56.0,6.21,6.16,3.88,4
602,16473,1.11,2,1,2,62.4,57.0,6.58,6.6,4.11,5
603,32033,0.3,0,2,3,65.4,55.0,4.25,4.22,2.77,1
604,18903,1.51,2,1,1,63.3,58.0,7.19,7.16,4.54,5
605,6379,1.0,0,3,3,44.0,53.0,6.31,6.24,4.12,4
606,52337,0.25,2,2,7,59.4,62.0,4.12,4.13,2.45,0
607,49689,0.59,3,2,4,61.1,56.0,5.43,5.47,3.33,3
608,703,0.73,3,1,2,59.1,59.0,5.92,5.95,3.51,3
609,25345,2.0,3,4,2,59.8,60.0,8.04,8.01,4.8,6
610,22511,1.01,2,1,6,63.2,54.0,6.41,6.31,4.02,6
611,10375,1.0,3,1,1,61.9,56.0,6.39,6.43,3.97,4
612,45038,0.57,3,2,3,62.3,55.0,5.3,5.36,3.32,2
613,19938,1.24,3,3,4,61.1,57.0,6.98,6.91,4.24,6
614,28108,0.31,3,3,5,60.0,58.0,4.38,4.42,2.64,0
615,37717,0.42,3,4,3,62.1,57.0,4.8,4.76,2.97,1
616,24001,1.08,3,1,6,61.0,56.0,6.66,6.62,4.05,6
617,35395,0.42,3,0,1,60.0,61.0,4.89,4.85,2.92,1
618,51947,0.7,3,4,4,60.2,56.0,5.78,5.71,3.46,3
619,10699,1.2,3,6,2,60.6,59.0,6.88,6.84,4.16,5
620,31340,0.32,2,0,3,61.8,57.0,4.35,4.36,2.69,1
621,29389,0.31,3,3,3,62.4,59.0,4.38,4.34,2.72,0
622,53655,0.3,2,0,2,61.0,61.0,4.27,4.29,2.61,0
623,29746,0.31,3,3,5,61.5,58.0,4.31,4.34,2.66,0
624,6417,0.25,3,1,5,61.5,59.0,4.02,4.04,2.48,0
625,29748,0.31,3,3,5,62.4,56.0,4.31,4.35,2.7,0
626,34526,0.43,3,3,3,61.3,58.0,4.83,4.86,2.97,1
627,2113,0.77,3,2,2,61.5,56.0,5.89,5.95,3.64,3
628,16755,0.3,3,2,2,60.6,57.0,4.34,4.37,2.64,0
629,743,0.91,1,6,3,64.2,58.0,6.12,6.09,3.92,3
630,47394,0.56,3,0,3,62.7,57.0,5.28,5.25,3.3,2
631,3985,0.8,3,2,3,62.1,60.0,5.92,5.86,3.66,4
632,4673,1.03,2,2,1,63.1,57.0,6.42,6.38,4.04,4
633,12884,1.03,3,2,2,62.8,56.0,6.38,6.46,4.03,5
634,3782,0.3,3,2,4,61.0,58.0,4.33,4.36,2.65,0
635,23212,1.5,3,4,4,62.1,59.0,7.31,7.27,4.53,6
636,40153,0.41,3,2,5,60.4,58.0,4.8,4.84,2.91,2
637,17671,1.15,3,4,2,61.6,55.0,6.74,6.79,4.17,5
638,47789,0.54,2,0,3,60.6,58.0,5.26,5.3,3.2,3
639,19763,1.09,3,3,4,60.4,58.0,6.67,6.7,4.04,6
640,11193,1.21,2,4,2,63.5,58.0,6.73,6.63,4.24,5
641,24261,1.57,3,0,2,62.3,59.0,7.44,7.39,4.62,6
642,2032,0.81,3,2,2,60.3,59.0,5.98,6.05,3.63,3
643,13306,1.0,1,3,3,63.7,57.0,6.32,6.28,4.01,5
644,30793,0.25,3,1,5,61.6,57.0,4.1,4.08,2.52,1
645,24132,1.61,3,4,4,62.5,58.0,7.57,7.46,4.7,6
646,14252,1.27,3,6,6,60.1,58.0,7.06,6.99,4.22,5
647,53128,0.71,3,1,3,62.4,60.0,5.68,5.66,3.54,3
648,50877,0.7,3,3,2,61.9,58.0,5.69,5.72,3.53,3
649,40761,0.41,2,2,6,62.3,54.0,4.75,4.79,2.97,2
650,25734,0.33,3,1,2,59.6,57.0,4.53,4.49,2.69,0
651,6200,1.01,0,1,1,56.8,66.0,6.63,6.58,3.75,4
652,15228,1.29,2,5,3,61.3,58.0,6.98,7.04,4.3,5
653,20543,1.51,3,1,2,63.0,58.0,7.4,7.27,4.62,6
654,19781,1.22,3,3,4,61.3,56.0,6.93,6.88,4.23,6
655,43745,0.46,3,1,4,61.7,59.0,4.96,4.93,3.05,2
656,26395,0.32,3,4,5,61.9,55.0,4.37,4.39,2.71,0
657,16160,1.3,1,0,1,57.1,63.0,7.27,7.22,4.14,5
658,20545,1.77,3,6,1,62.0,55.0,7.84,7.72,4.82,6
659,52202,0.76,3,5,2,62.3,57.0,5.81,5.87,3.64,3
660,25118,2.04,3,6,3,61.4,59.0,8.14,8.04,4.97,6
661,10961,1.04,3,1,1,62.4,57.0,6.51,6.43,4.04,5
662,10830,1.07,1,3,2,63.1,59.0,6.45,6.49,4.08,5
663,36553,0.3,3,2,5,61.1,59.0,4.32,4.29,2.63,1
664,8848,1.2,1,5,1,64.1,57.0,6.7,6.62,4.27,4
665,19776,1.09,3,3,4,60.3,57.0,6.68,6.73,4.04,6
666,40010,0.51,1,3,2,63.1,64.0,5.08,5.03,3.19,2
667,18071,0.35,3,4,4,62.6,59.0,4.45,4.5,2.8,0
668,45278,0.53,3,0,3,61.4,56.0,5.18,5.21,3.19,2
669,52492,0.7,3,2,2,62.7,57.0,5.66,5.7,3.56,3
670,49394,0.71,2,5,2,62.0,56.0,5.69,5.72,3.54,3
671,10856,1.0,2,0,1,62.6,57.0,6.37,6.4,4.0,5
672,12142,1.1,3,0,2,60.4,59.0,6.66,6.69,4.03,5
673,37641,0.24,2,0,5,61.3,58.0,3.99,4.03,2.46,0
674,9371,0.9,2,1,3,62.9,57.0,6.16,6.18,3.88,4
675,601,0.71,3,3,5,62.1,57.0,5.75,5.65,3.54,3
676,19755,1.5,2,1,1,62.2,58.0,7.31,7.35,4.56,6
677,20831,1.52,2,0,1,61.2,63.0,7.39,7.31,4.5,6
678,51954,0.7,3,5,2,61.8,57.0,5.67,5.72,3.52,3
679,35075,0.39,2,1,4,59.7,56.0,4.8,4.85,2.88,1
680,42075,0.51,3,5,3,60.5,58.0,5.15,5.2,3.13,2
681,53935,1.02,1,4,0,64.3,63.0,6.28,6.23,4.02,3
682,31807,0.32,3,3,4,61.9,55.0,4.42,4.4,2.73,1
683,34649,0.22,3,2,2,61.7,60.0,3.9,3.85,2.39,0
684,51700,0.73,3,5,4,60.7,56.0,5.85,5.81,3.54,3
685,7174,1.03,3,6,2,61.6,57.0,6.46,6.49,3.99,4
686,46129,0.96,0,4,0,64.3,59.0,6.38,5.88,3.98,2
687,402,0.71,2,2,4,62.2,58.0,5.66,5.72,3.54,3
688,49101,0.7,1,2,2,63.1,64.0,5.58,5.61,3.53,3
689,20167,1.1,2,3,7,60.5,55.0,6.77,6.71,4.08,6
690,13140,1.02,2,1,2,60.6,59.0,6.47,6.49,3.93,5
691,24772,1.53,3,3,3,59.4,59.0,7.55,7.51,4.47,6
692,37795,0.38,3,0,3,60.9,58.0,4.67,4.63,2.83,1
693,27687,3.01,1,4,1,57.6,64.0,9.44,9.38,5.42,6
694,31524,0.34,3,3,3,60.2,58.0,4.56,4.51,2.73,1
695,14817,1.2,3,3,2,61.5,61.0,6.84,6.78,4.19,5
696,35382,0.42,3,4,2,62.7,56.0,4.78,4.76,2.99,1
697,34481,0.31,3,1,5,62.0,54.0,4.38,4.39,2.72,1
698,44176,0.59,3,2,2,62.4,59.0,5.37,5.33,3.34,2
699,99,0.3,3,0,2,62.6,59.0,4.23,4.27,2.66,0
700,41189,0.45,1,0,3,63.7,61.0,4.81,4.73,3.04,2
701,29052,0.39,3,6,5,62.0,54.5,4.67,4.7,2.9,0
702,26357,1.59,3,3,5,62.6,55.0,7.47,7.44,4.67,6
703,8342,1.44,3,5,0,62.7,55.0,7.21,7.18,4.51,4
704,38094,0.57,3,0,1,61.3,59.0,5.32,5.28,3.25,1
705,44136,0.54,3,2,2,60.4,58.0,5.29,5.2,3.17,2
706,24776,1.75,3,4,2,61.4,59.0,7.79,7.69,4.75,6
707,45082,0.53,3,2,2,61.9,55.0,5.19,5.21,3.22,2
708,35002,0.31,3,3,3,61.2,59.0,4.36,4.4,2.68,0
709,34421,0.41,3,5,6,61.3,56.0,4.8,4.85,2.96,1
710,11890,1.04,3,4,2,62.3,57.0,6.45,6.48,4.03,5
711,21057,1.3,3,4,6,62.8,55.2,6.94,6.97,4.36,6
712,40090,0.38,3,1,3,59.2,60.0,4.77,4.73,2.81,2
713,17129,1.34,3,4,2,62.4,57.0,7.07,6.96,4.38,5
714,41761,0.41,3,4,7,61.8,55.0,4.79,4.76,2.95,2
715,37948,0.41,3,5,7,62.6,57.0,4.74,4.78,2.98,1
716,22359,1.51,2,0,1,63.3,58.0,7.25,7.28,4.6,6
717,53373,0.62,3,3,7,62.2,54.0,5.46,5.51,3.41,3
718,37020,0.38,3,2,5,60.8,53.0,4.72,4.76,2.88,1
719,51902,0.52,3,0,5,62.0,56.0,5.14,5.18,3.2,3
720,53768,0.78,3,0,1,61.3,56.0,5.95,5.99,3.66,3
721,3539,0.74,3,1,4,61.1,58.0,5.84,5.81,3.56,4
722,3272,0.9,2,3,1,63.1,59.0,6.11,6.16,3.87,4
723,52581,0.77,2,6,6,62.8,58.0,5.78,5.84,3.65,3
724,48030,0.32,2,2,2,59.3,58.0,4.47,4.5,2.66,0
725,11352,1.23,3,6,3,61.8,56.0,6.87,6.81,4.23,5
726,30115,0.4,1,4,1,63.7,59.0,4.69,4.64,2.97,0
727,40679,0.41,3,1,4,62.7,55.0,4.76,4.72,2.97,2
728,35987,0.3,3,2,2,62.1,55.0,4.31,4.35,2.69,0
729,4602,0.77,3,0,4,62.1,57.0,5.85,5.8,3.62,4
730,32848,0.34,3,0,3,62.3,55.0,4.45,4.48,2.78,1
731,51164,0.6,3,1,4,59.6,59.0,5.52,5.45,3.27,3
732,35008,0.23,2,1,6,61.3,58.0,3.94,3.96,2.42,0
733,39453,0.41,3,2,4,60.8,57.0,4.8,4.77,2.91,2
734,44881,0.53,3,3,3,61.0,55.0,5.23,5.24,3.2,2
735,19003,1.23,3,4,4,60.6,57.0,6.94,6.98,4.22,5
736,26807,1.59,3,3,6,59.9,56.0,7.57,7.64,4.55,6
737,5422,0.34,3,2,1,60.0,62.0,4.55,4.51,2.72,0
738,2894,0.9,2,5,2,61.7,58.0,6.17,6.21,3.82,4
739,568,0.7,3,1,4,62.2,58.0,5.66,5.6,3.5,3
740,5229,1.07,3,4,1,60.0,59.0,6.6,6.56,3.95,4
741,30384,0.33,2,0,4,60.3,61.0,4.48,4.51,2.71,1
742,24107,1.28,3,1,4,60.8,60.0,7.03,6.98,4.26,6
743,50083,0.59,2,0,3,62.9,56.7,5.37,5.39,3.38,3
744,6159,1.02,3,5,2,61.9,55.0,6.43,6.46,3.99,4
745,16307,1.21,3,0,1,62.5,57.0,6.79,6.71,4.22,5
746,17454,1.5,3,4,1,61.2,61.0,7.34,7.27,4.47,5
747,8676,0.9,3,3,2,62.3,58.0,6.17,6.22,3.86,4
748,9771,1.08,1,1,1,63.7,57.0,6.49,6.54,4.15,4
749,48222,0.6,1,0,2,63.8,57.0,5.32,5.27,3.38,3
750,22771,1.59,3,5,3,61.7,57.0,7.47,7.52,4.62,6
751,32270,0.31,3,3,6,61.6,57.0,4.34,4.36,2.68,1
752,26627,2.03,3,5,3,60.5,62.0,8.22,8.17,4.96,6
