text,y
"I am now on my 4th Polycom Soundpoint Pro phone since April 2008.  If it wasn't for the 1 year warranty, I would have trashed this system a long time ago.  It must be geared for the home user and not for business applications as I am on the telephone 75% of each day with customers and vendors.  I have been very disappointed in the telephones sound quality, performance and features.  When you attempt to connect two callers via the conferencing feature, the parties cannot hear each other.  There is no backlight for the display which makes it difficult to see and I would expect with the price paid for this phone, Polycom could come up with some sort of LED.  When you attempt to use the speaker phone, it is reported as being very poor sound quality and I am frequently asked to pick up the headset.  It also has a limited range for increasing the volume for the call.  The ultimate failures have occurred when the phone will not disconnect the calls.  It leaves the lines open.  Tried to trouble shoot but keep getting the same response from customer service that they have not experienced this problem before.  I have read on the internet in several places that this same problem has occurred with other users of this particular phone model. The telephone power supply is plugged in to a surge protector that inturn is plugged into a back up power system; so power surges can't be the problem.",1
"I would not spend the money for this phone.  I work at home so I decided to invest in a really good phone with 2 lines and a speaker.  The handset was always hot when I picked it up and put it to my ear.  I contacted the company and they did send me another one but it did the same thing.  So I decided to live with it because the speaker was good.  But with use of less than a year, the sound became lower.  No one can hear me on calls and I can't hear anyone else with the volume up.  I contacted the company but it had been over a year so no luck getting help since it was now out of warranty. They would fix it if I paid shipping and a repair job but it would be almost the cost of a new phone.  I did my own problem determination by swapping the phone with another one and the new one was fine, I also replaced any parts I could like a different hand set that fit, a different phone line cord, etc. So, I have a $200 paperweight.  Do not waste your money.",1
stopped working correctly after 1 day. would not clear memory.,1
"This product has malfunctions, in less then one month the keys stop working and it does not add. I just tried to return or exchange it, I was told that the return policy had expired. Nearly a $70 calculator and it's broke already, Makes no sense to me. I used it for my home office, and I probably added on it tops 3 times. What a Joke",1
"Probably the worst printing calculator I've ever owned; and, there have been many.  Unit is beset with both ribbon and paper-feed problems.  Print capability completely went down shortly after the product warranty expired.  Now useful only for visual display--something one could obtain from a smart phone.  Use some judgment, if you're considering purchasing this.",1
"I know, It is Scotch tape and I bought it on passing with such a low price.  It fine BUT

THE ROLL IS TINY - about half the size of what I have come to expect from a normal roll of Scotch Tape that appears in the picture.

All my fault.  Didn't know they made child size versions, and didn't even check before buying.

And it's still scotch tape, just much narrower and a lot less on the roll.",1
"It's broken after rarely using alarm for 4 months, just totally dead.",1
thin,1
"Mine came without the packaging with no numbers, brand, or anything.  I think it came from a multi pack. This product is a joke. You can not possibly imagine how tiny it is. Do not buy this!",1
"I was disappointed with the size of the tape. It is too narrow. I should have measured the previous one that I had, then I would have seen that it was 3/4 inch. This is fine if you are putting the tape on vertical, but if putting it on horizontal, the wider tape would be easier to use. I would send this back if I could.",1
"It's one roll of 450 inches! I should have read the fine print. I just assumed that anything on Amazon is a great bargain.
Until I found a package of three of the same rolls for less than I paid for this one.
 Next time I'll go straight to the drug store !",1
Very poor quality!,1
The paper is extremely thin. Sometimes the lines don't even show up. It is a rarity to have lines on the back side of the paper. Would not recommend.,1
"Poor quality compared to their regular paper.  I only bought this one because it was for 200 pages; and, the other package was only for 150 pages.  This was is made out of a terrible quality as a ""recycled"" paper.  I'd rather buy the regular paper.  Who cares about a lousy extra 50 pages?  Not me.",1
"tried to use it on some DIY cards, but the glue didn't really stick.  Maybe I'm forgetting how poorly glue sticks worked when I was younger.",1
I purchased this product for my printer and after installing it didn't work ink was dried up. I don't recommend this product.,1
This cartridge worked great. I had to order it because an Amazon seller sent me the wrong set and I couldn't get Amazon or the merchant to correct the order. This is the only example of me feeling ripped off by Amazon and I sure wish they would correct the matter.,1
"this was a defective unit, from the get go. When you removed the tab to use, it was attached to the eclectronic connnection on the bottom which ripped it and made the cartridge useless. Do not buy this from this vendor. I had to wait and then had to repay for a new on from a different vendor. U get what u pay for.",1
"One of Amazons sellers sent me the wrong set of cartridges. I ordered this one and a number 16 black cartridge but was sent a set of 28 and 29s by that merchant. I couldn't get them to respond to emails and needed cartridges so I had to reorder.
Dont misread this review, the proper cartridge work just fine, I just got screwed by a merchant that Amazon is supposed to stand by and they didn't and neither did Amazon. So, I finally got this, part of the correct set of cartridges but still have a useless to me set of cartridges that Amazon nor the merchant that sold them will do anything about. Amazon is not flawless and they proved so well to me.",1
"purchased the base unit (which includes one handset) and two additional handsets. They worked okay for about a month or so, then the handset started inexplicably dying. Sometimes the screen went totally blank and you would lose the call or couldn't dial. Othertimes the screen said that I was too far away from the base (even when I was literally right next to the base). So I called customer service and they said that it sounded like I needed a new battery (after a MONTH!). I actually read the directions before using the phone and I wasn't even putting the phones on the bases to recharge after every call so that the NI CD batteries wouldn't develop a memory (they don't use the better Lithium Ion batteries that do not develop a memory). So this made no sense. Anyway, I went ahead and bought the batteries (for all three handsets) and that didn't solve the problem at all. I then went ahead and purchased another handset. Again, no problems for a month and then the same issue. Customer service issued remanufactured phones (4 handsets) and in about a month to 8 weeks all were exactly the same.

I know I wasn't doing anything wrong to cause this. I began searching the Internet and low and behold I am not alone. Apparently a law firm in New Jersey has already filed a class action law suit against Panasonic for the entire KX-TG and KX-TC cordless phone lines. Search ""panasonic cordless phone class action"" on google. It will be the first hit. As an attorney myself (not in any way affiliated with or even previously aware of the firm that has filed the suit), I can tell you it takes a lot of consumer complaints before a law firm decides to invest its resources in a class action suit as they are very expensive and time consuming.

So, I've learned my lesson the hard way (although there wasn't anything I could've done differently at the time of purchase). Hopefully, my experience and research into this can prevent you from having to deal with it in the future. Panasonic was unjustly enriched in distributing such a defective product and not having the corporate decency to at least recall it and replace it with a functioning line or refunding our hard earned dollars. Very disappointing and I certainly will not be purchasing the Panasonic brand again.",1
"Mine worked pretty well for about the first 50 labels that I made.  Then the font size got stuck ridiculously small so that the message only covers about 10 percent of the tape surface.  If you want really small labels with a hard-to-read font size, you could use my PT-1750 to print them out and then cut down with scissors to eliminate all of the wasted label area.",1
"The TI calculators are heavily dated tech - they are not worth the cost. If your school is requiring you to purchase it - boycott the purchase and use your laptop / phone / tablet. Stop letting companies like Texas Instruments have a monopoly over the education market, especially when there's free open source alternatives.",1
"The item shipped from Amazon did not match the photograph of the item ordered. I believe the shipped item is possibly an updated version of the item photographed. My problem with the item I received is that the keyboard layout is completely different. I ordered per the photo because I was looking for that specific key configuration. The item received has one less column of keys and one row more at the top for misc functions. My biggest complaint, and the reason I returned it, is that the Clear All and Clear Entry keys are in one key on the shipped item. I selected this calculator because there were separate Clear All and Clear Entry keys. I'm not sure why all new calculators have combined these keys. It's as if they never thought to ask an accountant when they changed the design of these things. Beyond frustrating.

If any sellers actually have the item pictured, please separate your listing from this one and identify it as the item actually pictured. Or if you comment on my review and leave contact info, I will receive a copy. I know four accountants that are prepared to buy this item if it is actually available.",1
"I have a lot of Canon products, and I've been generally very happy with them, so I figured a Canon calculator would be a safe bet.  So very very wrong.  First, the keys require an excessively heavy pressure to work.  My fingertips are sore every time I use this thing.  What's frustrating is that if you hit the + key anywhere off center, it tends to stick in the down position.  Then when you key the next number and hit +, the previous number gets added again and the button finally pops up.  The calculator is also very loud, compared to others of it's type and price.  The display is bright and easy to read, as long as your number isn't over 1,000.  The comma for the thousands digit is, inexplicably, above the number, not below, although the period for the hundreds is on the bottom.  At a normal distance, the last printed number is so low down inside the calculator, I can't see it without craning my neck.

All in all a truly horrible calculator, with the sticking + key it doesn't even fulfill the minimum requirement for a calculator: adding up columns of numbers reliably.  After writing this review, I'm going to buy a new calculator tomorrow and throw this six month old mistake in the trash.",1
"This printer works only with outdated operating systems (Windows XP or earlier) and WILL NOT WORK WITH WINDOWS 7.  Therefore, I cannot install it to work with my computer--AND THEN I LEARNED THAT IT IS NOT ELIGIBLE FOR RETURN TO THE SELLER.

I was pretty angry, so I wrote a review critical of the printer -- and Amazon.

But I contacted Amazon, and they made it possible for me to return the printer.

So YEAH! for Amazon -- and RASPBERRIES for this printer (and Acedepot).",1
Almost useless. Could not get it to work with IR. No drivers for system. No tech support. It is almost worthless. It arrived used and was supposed to be new. Could not return. Hope to get it to work with something.,1
outdated said it would work. It didnt,1
"The cartridges had expired in 2008 and 2009, which I could not tell until I opened the inner wrapping, and needless to say they did not work. I threw them all out and replaced the printer with one for which cartridges are still made. Waste of money.",1
outdated said it would work. It didnt,1
"I am retrning this scanner to the store for a refund.
The main reason is that some snapshots when scanned show a purple shading not present in the original photo. Not every picture, mostly  pictures taken in the shade. This is unacceptable. I  emailed  Tech Support about this purple tinge problem but they, so far, have failed to respond.
I had read about this purple issue in some reviews, but not all. My guess is that the users who did not report this problem had not scanned an image that would generate the purple tinge....yet.
Other negatives are that the scanner connector cord is very short. It limits scanner placement options. I can't place the scaner on the shelf I used with my old scanner. It requires a special connector so no ordinary USB cable will do.
The scanner is noisy, but not objectionably so.
The scanner is always on and draws power from the PC through the USB connector. I like to turn equipment on when I want to use it.
But the overriding concern is the purple tinge. So I will read reviews about other scanners a lot more carefully now.
However, if an occasional purple tinge to your picture is not objectionable to you (maybe purple is your favorite color), then this is a good scanner at a great Amazon price.",1
"I had to throw this printer out.  It was simply too unreliable.
The first unit I had streaked.  After three exchanges of the printer, they finally sent me a new drum.
This printed for about 4 months, and the streaks re-appeared.
I have never been so aggravated by a printer and suggest extreme
caution  before buying.",1
"This would be a real deal -- if only it was compatible with Windows XP, which it is not. Before you buy it, use a good search engine to find user comments, and you'll discover that (1) Brother is still negotiating with Microsoft over XP drivers, and (2) Brother's support is non-existent. Even their website is useless.
Not good.",1
"This paper constantly makes my printer jam! Its too thin! My printer doesnt jam when i change the paper, it only does it with this type.",1
"I purchased this paper for everyday use because it was available on Amazon Prime. Now, I know why it was on Prime - inferior quality and high mark up. This Epson paper is more of the $4.99 quality not $8.99. Print on this paper is more gray than black and letters are ""fuzzy"" and not crisp. This is evident on both Everyday and Normal settings on my HP Inkjet printer. One could NOT use this paper for anything formal or important. Faxing anything printed on this paper results in very poor fax quality for the receivers. I compared it to two other everyday papers I use and it was the worst of all by far. HP Multipurpose paper (20 lb.) is much better by far AND less expensive. IMB Ultimate Inkjet paper (24 lb.) is top-of-the-line for everyday use but its availability is limited. The Epson paper was the least ""white"" compared to the other papers referenced above and the packaging has no Brightness rating on the box. Like noted by other reviewers Amazon packaging was poor resulting in the paper covering being torn and the corners of the paper being bent and creased. This was evident on BOTH packages of paper that I purchased. If you need paper a trip to the store for a different brand of paper is much better than Amazon Prime free delivery. You will pay double the price and get poor quality with this Epson paper!",1
"I liked the calculator size, ease of use, etc. Then I read the fine print that says not to attempt to change the battery yourself. You have to pay to send it or bring it to a Canon dealer to do it for you. I think the original price is plenty to pay for this calculator without having to pay extra every time you need to change a battery. I am requesting a refund. Buyers beware. Nowhere did I read on Amazon's description about having this extra headache. I want a calculator to reduce my headaches, not add to them. I don't want to have to worry about how long it will take to get the battery changed and therefore be without a calculator. It shouldn't be that hard to change a battery on a simple calculator. Just another way to make money for themselves. No thanks.",1
9 OUT OF 10 TIMES THEY DONT GIVE THE CORRECT TOTAL,1
"I read all of the great reviews, purchased the printer in April, printed about 30 pages so far and all of the lights are blinking and it won't print.  I tried everything: reinstalled the driver, put paper in both paper paths, new toner, printed from different applications, unplugged USB cable and power cord and NOTHING!  Amazon said it is too late for them to do anything so I contacted Samsung and I am waiting, not so patiently, to hear from them.  Be warned.",1
smallest as hell,1
"Bought this after looking for a good sized hand/desk calculator and liking Sharp products in general. Very disappointed......the item arrived with a dead battery and very weak solar function, will not function under ambient light. Back cover difficult to remove, battery will not remove easily either. Not worth the extra trouble, I'll avoid this product in the future.",1
"The worst pens you'll ever buy!
If you want an erasable pen that barely writes and cuts out as if it's running out of ink, then it's perfect for you!
Wasted our money on these in all three colors (blue, black, red) and they all write the same.  Spend the extra money on the Frixion brand. You'll be much happier!",1
"The seller is great, product arrived on time, but the writing quality of the pens is a fault of the manufacturer. The pen skips a lot and the writing looks horrible, sometimes it will not write at all on certain spots on paper. The ink erases fabulously but the writing is so poor it is money wasted. If it really needs to be erased either use a pencil or a white out strip.",1
"These pens hardly write. I have to go back over my writing multiple times just to fill in the letters. I just got them yesterday and it seems like there is no ink in them. Yes, they erase but good luck getting them to write. I'll be switching back to frixion pens.",1
"It's unfortunate that Paper Mate are no longer making the kind of erasable pens they made twenty years ago. A short while after these arrived, the pens began losing color - by that I mean, writing poorly, with the blue becoming so faint I might as well not be writing at all. They're cheaply made, they don't erase well, and I really regret having wasted my money on these.",1
"this pen writes decent, but as for erasing, don't bother trying, a total waste of time and money.",1
"I bought these locally mistaking them for Stick Erasers.  They are awful!  To write the pen must be held nearly upright or it scrapes and I can't write even one word without the ink clogging. The eraser does work on this ink only, not even on pencil.",1
"They don't erase! The writing part is okay - and I was fine with ""okay"" ink for the price. But when I went to erase, it just...didn't. It faded a bit, but it definitely didn't erase. There's no way to neatly write over what has been ""erased."" Waste of money if you want truly erasable pens.",1
"Sux no ink.. All dried out had to throw out,",1
Too expensive sent it back,1
I bought these to use on colored envelopes so I could erase any misspelling without using whiteout tape but the ink does not flow well from the pen.  It's very spotty like a pen that's running out of ink.,1
"I'm a crossword addict. I also have hand problems from computer use. Writing with a pencil, believe it or not, is hard on my hands bc it does not run across newspaper smoothly. I have used these pens for years and I have hated them for years. Easier on my hands than pencils, but they skip like nobody's business. I came on amazon to try to find an alternative.",1
"I am a puzzler, crosswords, sudoku, etc.; since I was a preteen.  This pen has been my pen of choice for as long as I knew they were around. I am a senior, so that means, a loooong time!! This last batch is disgusting!!! I was so upset, I called and emailed the company! They told me to send them in and I could get my money back. You know at that point, I cussed!!! I didn't want my money back, I wanted a decent pen that works for me. We puzzlers are very particular about our puzzles; we want the paper and puzzles to stay nice and clean!! That is why I preferred pen over pencil, but, THESE PENS SKIP AND THE ERASER SMEARS!!!! I am afraid to purchase any more, because they are horrible. They truly messed up an excellent product trying to save a little money, no doubt. I might give them one more chance to get it right, maybe!!",1
"They're fine as red pens, but the erasers don't erase. Instead they smear the red ink around without hardly picking any up, leaving an ugly red blotch. In the case of a newspaper crossword puzzle, it leaves an ugly red (pen ink) and black (news print ink) blotch.

The previous generation of Erasermate pens wrote just as well as these but they erased pretty good, so I sadly bought 5 of these things that are useless for crossword puzzles.

The four pens will go to our local thrift store, and I hope whoever buys them doesn't pay more then a dime each.",1
"I have used these pens for years.  But, last time I purchased the pens it made for a terrible experience.  Watch out for the black pens with the white erasers.  The white erasers smeared the ink all over place.  I had a cap left from an older pen (with a black eraser) and used that instead.  The black eraser still worked well and did its job, but I'm shying away from buying new ones.  I guess I'll purchase a different brand.",1
"I love erasable pens and was hoping that this would be a cheaper alternative to the more expensive Frixion erasable pen.

Nope. The ink is barely readable. Nor does it erase very well; it just smudges. The Frixions are a lot more expensive and they run out pretty fast but they are far superior.

Sorry Papermate. But you shouldn't be selling garbage such as this.",1
"These pens are terrible. I bought a bunch of erasable pens from various brands at the same time and surprisingly, these pens Paper Mate pens are the worst of the worst. Oddly, the coloured version of these pens works far better than these black pens. The ink barely comes out, the erasers don't work and I've thrown them all away.",1
"Cartridge produced horizontal dark streaks every 1.25 inches or so-- 7 per page-- with center of page also dark. These dark areas had diffused borders. All-in-all, similar experience to several other reviews. The toner cartridge appeared completely new, sealed in bag, completely labeled HP, but in an older style HP box. Perhaps this box sat around in temperature conditions outside that recommended by HP (box says -20C to 40C). I bought it for $67, which, though much more than many remanufactured cartridges, is less than brand new HP ones. HP's site currently shows the 15x at $99 and the 15a for $89.",1
"With this toner you'll pay more for less.  Be warned that you're making a mistake if you buy this here.  Maybe these were great 10 years ago, but the toner seemed to have died.  Not recommended.",1
Labels smudge no matter if I use inkjet or laser printer.,1
"I bought these hoping they'd work in my laser printer, and they didn't. Ok, no problem. Let's go to Staples and use their professional copier machine. Jammed every third or fourth page. What a waste of time, gas, and money.",1
"The description says ""Neon Red"" but they are more like bright orange. I wish Avery sold normal red 0.5 inch labels.",1
"Got this a couple weeks ago, direct from Amazon: HP brand new, supposed to expire Dec 2015.  First time printed just fine.  Next time printed about a week later, the yellow ink had dried a bit, so had to run the utility program to clean the cartridge; only had to do so once and everything printed okey dokey.  A week later, similar situation... but the red ink would not print totally after two ""cleans"" -- there was a row that just stayed white.

And on the third clean the printer died...  Guess somebody's trying to tell me something.  Anyway, maybe a dozen pages printed and the red ink jet clogged forever.

Hope Amazon takes this POS back, tossed the box when I first tried it out...  The printer (bought in Oct '99) has been great, up to now... the cartridges not even close.

Followup - Decided to forgo ever using an inkjet again, I don't print color often enough any more to get any good use out of them...  duplex color laser from now on.  (Sadly, my first one has some color issues (greenish blues) that I didn't detect until it was too late to return it - next time I'll get it right.)",1
Be warned that you will not get the Ultra brand of Duracell.  If you go to their website (Duracell) you will readily see that the standard Coppertop are inferior to the Ultra type. The standard Duracell AAA batteries are model MN2400 whereas the Ultra are model number MX2400.,1
"The unit is supposed to be recondtioned and as per the rep have a new drum. The one I got had a used drum with scratches that showed up on every copy. Called for exchange. Will see how it works. But may I say that I am very disappointed with the Amazon retrun procedures. Any items shipped should come with a return lable. I had to log in find the item, call the supplier etc. too complicated and time consumeing.",1
No punctuation.  Commas between every three numbers make a big difference.  This doesn't have that.  This unit is not recommended.,1
IT COULD OF BEEN MORE PAPER I SPENT $12 FOR ONE REAM OF PAPER! NOT COOL!,1
COULD GET BETTER  PRICE,1
"I had a great all in one printer , many years, never had any problems with it until I used this awful paper.  This paper is very thin, it got jammed in my printer first time I used it, took awhile but I got the jammed paper out. I saw several other reviewers complain about this paper getting jammed in their printers but I thought I'd give it a try because I never had problems with my printer. Anyway I ended up with another paper jam the very next time I printed! Cleared the jam, gave it one more try, It got jammed so bad it broke my printer. Yes I blame this paper because this was the only time I had any problems with my printer. I will not use this paper or ever purchase it again. I do NOT recommend this HP paper.",1
"From my experience, Siemens never repaired the issues form their first miserable attempt at creating a consumer/home office phone line of business.  I made this mistake of forgiving them on the first iteration, only to see the same problems on the second. If you have the same experience as I, you'll begin to see the LCD fade after a year, maybe two. The handsets deteriorate in short order as well.  For me, attempts to contact Siemens result in an offer from them to sell me reconditioned components, or no return e-mail at all.

If you buy this you will be: wasting your money, rewarding gross incompetence, become as frustrated as I.",1
"The handsets fall apart with normal use... When the new one breaks  -- and it will -- you are stuck throwing yet [more money]at this system.
 I wish Siemens built a reliable product because I love the features of this phone. ... the product is worse[awful]. Run Run RUN RUN RUN",1
"My printer worked fine for a little while, but suddenly it wouldn't print black. After blowing a bunch of money on a new ink cartridge, I found that it still didn't work, so now I have an expensive paper weight full of expensive ink. I will never buy another Canon product again.",1
Opened the box. spent a bit of time trying to set it up. printed the wrong letters. Checked with Brother support. the results?? said The typewriter required service. Out of the box and it needed service. Draw your own conclusion. JUNK,1
Typewriter lasted only 2 1/2 months before malfunctioning.  Characters typed does not correspond to what was printed on paper.  Troubleshooting it at Brothers website did not help.  Not worth wasting my time dealing with the warranty department.,1
Ink never dries. Ever. Returned it.,1
"Had it in my hands for a few days, I'm happy it isn't mine.
Its poorly implemented, the software is pathetic and the screen looks cheap. Not to mention the fact that it is an underdog in a market with thousands of professional-looking titles available for the palm or the pocket pc.
If you are gonna spend money on a PDA, you'd better consider a Palm (Sony's are cool if you can afford them) or the new Pocket PCs.",1
"I read the reviews, thought I'd take a shot.  Built-in WIFI was the seller for me.
Got the unit, and despite some of the reviewer's luck in using the wireless, I found it to be flawless.  Worked beautifully, good range and good strength compared to my notebook computer.
Battery was the problem, though.  It started out like the ""good"" reviews - lasted a while (2 hours only used 25% of it w/o wireless), and with the wireless going, I could surf, remotely control my servers, or do email and messaging for over 2 hours and still have battery time left over.
Then suddenly it would go from full charge to 1% and give me warnings about imminent data loss.  I contacted Toshiba Tech support, who made me jump through some hoops I had already jumped through on my own, and they offered to replace the battery.  But they're backordered - 2-4 weeks *minimum* wait.  The battery issue is a *known* issue and isn't a guaranteed fix.  There *is* no guaranteed fix for this known issue...  So rather than wait to see if the battery fixed the problem, I'm returning the unit before it's too late.
Unit was great, but as long as Toshiba is pushing things out the door that they know are defective, it's going to be tough for them to compete.",1
"this paper STINKS!  it is expensive; is not only not waterproof, it fades the colors and runs in the rain!  don't waste your money like I did!  if I could give this a zero star review I would but can't figure out how to submit this without giving at least 1 star (which it certainly does not merit!)",1
"Do not buy this product.  I kept it on the shelf ready for use when my printer rand out of ink.  When I opened it and pulled out the tab, half of the plastic came apart and leaked out toner all over my floor and kept running out.  Absolute piece of junk.  Had it too long to return.",1
This product was mistakenly ordered but the vendor refused to swap it for the correct product because it was outside of the return date.,1
"This printer is the biggest ink hog I have ever seen. If you download the optional ink reserve software you can actually see your expensive inks disappear. Granted, when the printer is working properly you can get wonderful images. If you are not constantly printing, the nozzles will clog. It is almost impossible to find anyone to work on these printers because the nozzles are built into the printer. After throwing a couple hundred down the drain on this printer, I smartened up and bought a Canon Pro9000. My new Canon is a wonderful wide format printer with easy installation and the nozzle cartridge is removable!",1
"I have installed both 82 and 82 in my printer. The cartridges worked for a while,and have about 7/8 capacity remaining. I use the printer most every day,so it isn't a matter of dried up ink. The printer doesn't print the blue color,so the color cartridge is not working properly. I have cleaned the printer heads-----ink,and without good results.",1
"It's hard to find this ink cartridge, so I'm grateful for it's prompt availability from Amazon....",1
I had to print several times (over 10) to get the color cartrdige to work properly.,1
"We puchased this unit for use in several small stores owned by the same company.  8 total phones/base stations were purchased, all new (not refurbished).

Of these original 8 phones, 4 of them had the battery go south within a few weeks.  The remaining 4 phones lasted a month before their batteries also went south.  By going south, I mean that you can charge the battery for as long as you like and it will die after a few minutes.  For a retail business, this is very bad.

To fix the problem, we have tried to replace the battery from Panasonic, but it is not even offered on their website, nor is the phone itself.

If the guaranteed battery failure isn't enough to deter you from this product, let me give you some other fun treats with this phone:

1. It drops calls.  Not just calls for the battery dying, but calls will just randomly drop.  You know it is bad when you have to tell customers to call back if the call drops.

2. The error tone is deafening, as it sounds in your ear.  It actually hurts when the low battery tone goes off or another problem causes it to chirp.  Ouch.

3. When you are on the phone and the call waiting tone sounds, it shuts the sound off on your conversation for a second or two.  Very annoying to need to repeat yourself or ask somebody else to repeat what they said every time another call comes in. (Basically, the phone shuts down for a second or two if you have another call and will continue to shut down each time the call waiting tone chirps during that conversation).

5. The range of the phone is laughable.  The 900 MHz we had before this had at least double or triple the range and never dropped calls.  Maybe I am being greedy in wanting a phone that has more than a 30-foot range, but it stinks when you decide to go 40-feet into the back room and your customer thinks you are hung up on them.

6. You cannot delete messages from a handset - you need to go to the base station to do that.  This wouldn't be a big deal if everything else hadn't already frustrated me about this phone.

7. Panasonic's customer service is not good.  Maybe it is the sheer volume of calls they must have received for this product, maybe we just called on three different days that were bad days for the reps, but they will not help you with this product for any reason.  We were told it was discontinued when we called the first time (2 weeks after we purchased it new)  It was being sold to electronics stores even when it was discontinued and not supported by Panasonic!

Bottom line: BUY ANY OTHER PHONE BEFORE PURCHASING THIS NIGHTMARE.

We spent over $1000 total for all our phones & base stations (supply lady's decision, not mine!) and have had problems from the start.  I have been unimpressed with Panasonic's products and customer service and would caution you to do more research and stay far away from this second-rate product.

My wife and I have already avoided Panasonic products for our home because of the experience I have had at work with this Panasonic product.

Cheers, etc.",1
"I purchased the base unit (which includes one handset) and two additional handsets. They worked okay for about a month or so, then the handset started inexplicably dying. Sometimes the screen went totally blank and you would lose the call or couldn't dial. Othertimes the screen said that I was too far away from the base (even when I was literally right next to the base). So I called customer service and they said that it sounded like I needed a new battery (after a MONTH!). I actually read the directions before using the phone and I wasn't even putting the phones on the bases to recharge after every call so that the NI CD batteries wouldn't develop a memory (they don't use the better Lithium Ion batteries that do not develop a memory). So this made no sense. Anyway, I went ahead and bought the batteries (for all three handsets) and that didn't solve the problem at all. I then went ahead and purchased another handset. Again, no problems for a month and then the same issue. Customer service issued remanufactured phones (4 handsets) and in about a month to 8 weeks all were exactly the same.

I know I wasn't doing anything wrong to cause this. I began searching the Internet and low and behold I am not alone. Apparently a law firm in New Jersey has already filed a class action law suit against Panasonic for the entire KX-TG and KX-TC cordless phone lines. Search ""panasonic cordless phone class action"" on google. It will be the first hit. As an attorney myself (not in any way affiliated with or even previously aware of the firm that has filed the suit), I can tell you it takes a lot of consumer complaints before a law firm decides to invest its resources in a class action suit as they are very expensive and time consuming.

So, I've learned my lesson the hard way (although there wasn't anything I could've done differently at the time of purchase). Hopefully, my experience and research into this can prevent you from having to deal with it in the future. Panasonic was unjustly enriched in distributing such a defective product and not having the corporate decency to at least recall it and replace it with a functioning line or refunding our hard earned dollars. Very disappointing and I certainly will not be purchasing the Panasonic brand again.",1
"Consumer ADVOCATE advisory- inventory on this product was manufactured around 2002 or 13 yrs. ago. No matter who you purchase it from, you will receive nos merchandise. I am evaluating it's effectiveness at stopping robocalls. I will update this rating in the near future. EXPECT YOUR ZAPPER TO BE DOA. The 2032 Lithium cell battery will be dead after 13 yrs. The battery is replaceable. You do not have to solder it, provided you receive the 2nd generation unit made in 2002. You can identify this by the basic or advance selector switch being mounted on the outside of the unit's case. You will need a very small eyeglass Phillips screwdriver to take the case part to reach the battery. Take a small slot edge screwdriver to carefully push the battery out of it's holder. I strongly suggest you buy a new Everready or Duracell retail packed battery. I don't have stock in these companies. Usually, especially Energizer has fresh stock. Expect to pay 3 bucks for the new battery. Factor the battery cost into the purchase price.",1
Returned it because it simply does not work.,1
"Item arrived with dead battery as others had pointed out. Package had a 2001 date in the instruction pamphlet. Believe me the package looks that old. Came complete with dead bug and battery. If you buy this item test the battery first. In order to remove battery without pulling circuit card out I used a tiny screw driver to push battery out of its holder.
I would expect a little better considering the price of this item.",1
"Doing a simple internet search will take you down the path to finding this product currently for $29.97.  Do not pay this seller twice it's value, especially since most of us don't have land lines anymore.  Anyone selling it for so much is trying to unload their inventory and get their money back.  Buyer beware and do your research.  That being said, any device that sends out the ""disconnected line"" tones will be effective against robocalls.  Other cheaper options are to download the sound of a fax machine onto your laptop and play that when you see a robocall come in.  Of course you'd only be successful at that method if you kept getting repeat robocalls from the same unknown area code.

If you really want to have fun with these ""poor souls just trying to eek out a living like anyone else"" just tie them up on the phone for a long time.  They get paid by the number of calls they handle and the number of scams they pull off.  So tie up their time and you can have a small passive-aggressive victory dance around the dinner table.  Don't yell or get angry at them.  They're already locked and loaded for those calls.  Plus it will just get your adrenaline going and make you angry.  Nothing good will come of that other than you being angry.  They're just going to call someone else and so on and so on.  Just pretend like you care about what they're saying and drag on their conversation for a long while.

Other options for meddling with them are blasting a loud whistle or horn in the phone (but some digital phones will cut out the loud noise.  So that doesn't always work.  I've also had success pretending to be a business when I see the caller ID and recognize the robocall area code (NYC in this case).  Once they realize it's a business they called the operator will usually take you off the list because a business isn't engageable in a personal currency scam.  In the end they'll always be harrassing you as long as you have a phone (like junk mail in your mailbox).  Even if your number is unlisted these machines will randomly dial numbers at digital speeds.  So don't think the machines can't get through.",1
"Hate it waste of time -- still get just as many annoying calls as before. Save you money. It is on my business line, but still get the same calls from live person and computer generated calls.",1
DON'T BUY THIS. IT DOES NOT WORK. MY PRINTER KEPT SAYING MISSING CARTRIDGE. I RETURED IT AND A GO ONE FROM A DIFFERENT VENDOR.,1
"This product did not last, stopped working the second day in the middle of printing a map I needed. It was new still in the box and wrapped and arrived in good condtion and this is not the fault of the vendor, possibly on the shelf too long maybe or a manufacturers defect. It lasted 2 and 1/2 pages and was dry.",1
"I am getting really frustrated that so many companies now offer a cheapie version of a product and then nicer more serviceable versions. The cheap version can be simple and no frills but it is ridiculous to make the cheap version useless.

This paper is so thin you can see the writing on the following page (not just the other side) through it. The gentlest of marks scars the paper as if you dug the pen in. The paper has no tooth at all. It is as slick as writing on wrapping paper. Not only is it not pleasant to write on, it doesn't facilitate good penmanship. The holes are punched haphazardly. There were hanging tabs that didn't punch all the way out. There were ridges where the punching was uneven around the hole so that the paper sticks on the three ring binder.

Lastly if you are a lefty this is just plain useless.",1
